asset,frequency,model_family,regime,purpose,target,feature_id,feature_label,block,n,n_full,n_reduced,same_support,sample_start,sample_end,calendar,calendar_assumption,close_time_assumption,feature_list,row_index_hash,correlation,univariate_r2,standardized_beta,hac_t,p_value,fdr_q_value,drop_feature_delta_r2
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,qqq_ret,QQQ return,equity_beta,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,0.423642951964142,0.179473350748892,0.298856389026287,2.87671187198045,0.0040184232819188,0.0160736931276753,0.009700321982921
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,spy_ret,SPY return,equity_beta,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,0.42318611511977,0.179086488030163,-0.280348363273928,-2.59594682431045,0.0094330662832182,0.0185943823436746,0.0049800295308491
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,iwm_ret,IWM return,equity_beta,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,0.424064740608268,0.179830904227157,0.255619645117376,4.54674342212114,5.44823493280696e-06,4.35858794624557e-05,0.0155968289384708
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,dxy_ret,DXY return,macro_rates_fx_vol,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,-0.0856256229922012,0.0073317473128027,0.004660051045203,0.155083903888523,0.876755171491836,0.876755171491836,1.98053762782147e-05
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,gold_ret,Gold return,macro_rates_fx_vol,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,0.136681844871261,0.0186819267174119,0.0706800363477644,2.67876059753047,0.0073895205945136,0.0185943823436746,0.0042544028355552
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,vix_d1,VIX change,macro_rates_fx_vol,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,-0.434423620448844,0.188723882003881,-0.253609648210202,-2.5234339513509,0.0116214889647966,0.0185943823436746,0.0247581077761573
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,real_yield_d1,Real-yield change,macro_rates_fx_vol,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,-0.0497867361744483,0.0024787190989041,0.0411403170687886,0.791948844856774,0.428390504602763,0.57118733947035,0.0005044020511947
ETH,daily,long_sample_contemporaneous_exposure,full_common_sample,co_movement_integration,eth_ret,nominal_10y_d1,10Y yield change,macro_rates_fx_vol,1233,1233,1233,True,2020-01-03,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,e67342d46aa84be9,0.0003024263139779,9.14616753444619e-08,-0.029677251498771,-0.524604864628317,0.599857904308017,0.685551890637733,0.0002664414236234
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,qqq_ret,QQQ return,equity_beta,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,0.41229473272427,0.169986946632178,0.206628327497676,1.89168956706346,0.0585323542070268,0.101799241392004,0.0050606845271806
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,spy_ret,SPY return,equity_beta,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,0.415757558295861,0.172854347280137,-0.190323786687956,-1.77959321429912,0.0751425575413773,0.101799241392004,0.0024095170469585
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,iwm_ret,IWM return,equity_beta,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,0.404129123718845,0.163320348637761,0.1827830871266,2.63074846543169,0.0085197066861733,0.0227192178297956,0.0072272478507789
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,dxy_ret,DXY return,macro_rates_fx_vol,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,-0.104069947206262,0.0108305539115144,-0.0120613845858028,-0.331575903412487,0.74020951743182,0.74020951743182,0.0001277126558396
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,gold_ret,Gold return,macro_rates_fx_vol,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,0.153219797562705,0.0234763063651561,0.113849344092951,3.00024031111092,0.0026976667860757,0.021581334288606,0.0101602343490843
ETH,daily,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,eth_ret,vix_d1,VIX change,macro_rates_fx_vol,797,797,797,True,2020-01-03,2024-01-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,97a52cd033d2f792,-0.452867559846636,0.205089026761446,-0.32705078117085,-2.72598081677322,0.0064110724285029,0.0227192178297956,0.0449620884456151
